iter	Logloss
0	0.4048942415
1	0.2531554155
2	0.1475252636
3	0.08887554227
4	0.0572071408
5	0.03818496843
6	0.02587130553
7	0.01824384686
8	0.0136746905
9	0.01062896534
10	0.008465586961
11	0.007075777463
12	0.006067555493
13	0.005348644381
14	0.004770978513
15	0.004353927201
16	0.004039063
17	0.003777191672
18	0.003573032004
19	0.003401678185
20	0.003278787391
21	0.003178778563
22	0.003096002589
23	0.002990120776
24	0.002926931366
25	0.002874566783
26	0.002825811848
27	0.002781739289
28	0.002753410358
29	0.002726935723
30	0.002695755579
31	0.002653369009
32	0.002628825183
33	0.002608805465
34	0.002564112449
35	0.002551407002
36	0.00249804238
37	0.002470767235
38	0.002443606037
39	0.002431698966
40	0.002427245038
41	0.002395550366
42	0.002386088989
43	0.002358462753
44	0.002328409629
45	0.002299918111
46	0.002288483241
47	0.002279598437
48	0.002267058932
49	0.002258867132
50	0.002238355288
51	0.002226095771
52	0.002210847018
53	0.002194055801
54	0.002177686531
55	0.00216365022
56	0.00215419886
57	0.002145730502
58	0.002124960641
59	0.002102751521
60	0.00209204312
61	0.002085183672
62	0.002078670483
63	0.002061746937
64	0.002056370069
65	0.002034868559
66	0.00202903813
67	0.002023642249
68	0.002008321792
69	0.00199988305
70	0.00199215159
71	0.001980750601
72	0.001974553965
73	0.001965952631
74	0.001960078236
75	0.001957008015
76	0.001955292712
77	0.001947090792
78	0.001939194585
79	0.001933565562
80	0.001907366955
81	0.001896002368
82	0.001884225332
83	0.001876462167
84	0.001867421617
85	0.001855743045
86	0.001849052939
87	0.001842137067
88	0.001833176167
89	0.001818337674
90	0.001806733898
91	0.001797021677
92	0.001785027604
93	0.00177183368
94	0.001767585819
95	0.001755648339
96	0.001748147485
97	0.001742391327
98	0.001728329802
99	0.001720891436
100	0.001715193667
101	0.001710177605
102	0.001705664863
103	0.001696771131
104	0.001681333849
105	0.001677274827
106	0.001673135055
107	0.001662394304
108	0.001660055005
109	0.001652875675
110	0.001639062231
111	0.001631039798
112	0.001627820885
113	0.001623529938
114	0.001611098653
115	0.001594987555
116	0.001581521057
117	0.001576541002
118	0.001569926251
119	0.001565082679
120	0.001559059506
121	0.001551427866
122	0.001543792196
123	0.001539270906
124	0.001532024252
125	0.001525810911
126	0.00152049622
127	0.001515945255
128	0.001509004456
129	0.001503635416
130	0.001494380285
131	0.001489546364
132	0.001484818412
133	0.001480061549
134	0.00147527109
135	0.001471401597
136	0.001465674159
137	0.001461941158
138	0.001450242909
139	0.001447000215
140	0.00144012794
141	0.00143154921
142	0.001427623027
143	0.001409981819
144	0.001406308708
145	0.001401659889
146	0.001397186205
147	0.001393683902
148	0.001389891829
149	0.001386673281
150	0.001383701828
151	0.001380770726
152	0.00137725925
153	0.001372444026
154	0.001370002455
155	0.001366845794
156	0.00136431126
157	0.001360669368
158	0.00135579667
159	0.001346805476
160	0.001344703901
161	0.001342794297
162	0.001336766661
163	0.001334639836
164	0.001331109028
165	0.001328940172
166	0.001324402044
167	0.001321079473
168	0.00131865278
169	0.001308388401
170	0.001303653275
171	0.001300872826
172	0.001289438749
173	0.001281255611
174	0.001275061588
175	0.001271438718
176	0.001267135001
177	0.001263272833
178	0.001255065571
179	0.001249159298
180	0.001240198604
181	0.001237828919
182	0.001229600232
183	0.001224547031
184	0.001220440265
185	0.001214343755
186	0.001206957608
187	0.001199780362
188	0.001197489213
189	0.001192193353
190	0.001188690876
191	0.001185901036
192	0.00118263079
193	0.001179508974
194	0.001175366068
195	0.001165898167
196	0.001159042661
197	0.00115675217
198	0.001154911874
199	0.001153100232
200	0.001152027968
201	0.001149815451
202	0.001146606267
203	0.001139147269
204	0.001136700163
205	0.001132775136
206	0.001129870096
207	0.001124864969
208	0.001122648787
209	0.001121533704
210	0.001119018711
211	0.001114058254
212	0.001108061082
213	0.001107129275
214	0.001103145641
215	0.001100121989
216	0.001090664199
217	0.001085979334
218	0.001078428912
219	0.001074126194
220	0.001069754881
221	0.001067560079
222	0.00106642705
223	0.001064573797
224	0.001060329016
225	0.001056870787
226	0.001054639285
227	0.0010515648
228	0.001046310619
229	0.001042527764
230	0.001039616157
231	0.001037615897
232	0.001035697117
233	0.001033150698
234	0.001031267554
235	0.001029056228
236	0.001027270721
237	0.001019864872
238	0.001018069689
239	0.001016325188
240	0.001014605413
241	0.001010973246
242	0.001004610238
243	0.001000777116
244	0.0009987680152
245	0.0009960464596
246	0.0009917288847
247	0.0009901490996
248	0.0009876220504
249	0.0009865454595
250	0.0009840561015
251	0.0009794163023
252	0.0009779712506
253	0.0009770766442
254	0.0009728907138
255	0.0009641054903
256	0.0009619413085
257	0.0009581727509
258	0.0009567527179
259	0.0009553886662
260	0.0009543046747
261	0.0009516970317
262	0.0009504392691
263	0.0009485834826
264	0.0009477520159
265	0.0009421854684
266	0.0009408502271
267	0.0009391019196
268	0.0009382787521
269	0.0009362269452
270	0.0009343734291
271	0.0009317754804
272	0.0009296024673
273	0.0009279997864
274	0.0009220928939
275	0.0009210140953
276	0.0009192826483
277	0.0009139873569
278	0.0009118604785
279	0.0009099343422
280	0.0009081710091
281	0.0009074330089
282	0.0009067615204
283	0.0009045353094
284	0.0009035107669
285	0.0009016653919
286	0.0009005910139
287	0.0008992650449
288	0.0008976511509
289	0.0008960137597
290	0.0008950192571
291	0.000893123279
292	0.0008917322069
293	0.0008902461349
294	0.0008895969078
295	0.0008887912844
296	0.000887765961
297	0.0008849912259
298	0.0008826487057
299	0.0008813451708
300	0.0008795685895
301	0.0008781831037
302	0.000877608394
303	0.0008757547595
304	0.0008741060246
305	0.0008736118318
306	0.0008686942643
307	0.0008681086374
308	0.0008666385942
309	0.0008656401994
310	0.0008601085448
311	0.0008592958166
312	0.0008567905521
313	0.0008562360609
314	0.0008520946015
315	0.0008515674605
316	0.0008507707011
317	0.0008484427568
318	0.0008454661922
319	0.0008431197339
320	0.000842605681
321	0.0008412793108
322	0.0008358866854
323	0.0008322960706
324	0.000831596314
325	0.0008286415967
326	0.0008252770461
327	0.0008247960166
328	0.0008237751215
329	0.0008224457729
330	0.0008188555826
331	0.0008142183605
332	0.0008111670184
333	0.0008104070485
334	0.0008053466945
335	0.0008022818866
336	0.0007997587029
337	0.0007990514189
338	0.0007959635422
339	0.000795470551
340	0.0007950061711
341	0.0007922387151
342	0.0007832429589
343	0.0007824733448
344	0.0007818572468
345	0.0007760973231
346	0.000773936797
347	0.0007719175113
348	0.0007680722539
349	0.0007649916922
350	0.0007619113663
351	0.0007614363595
352	0.0007593944414
353	0.0007574647356
354	0.0007556632401
355	0.000753690553
356	0.0007526615599
357	0.0007482301129
358	0.000744433252
359	0.0007425405696
360	0.0007405549344
361	0.0007386857647
362	0.0007368415847
363	0.000734273387
364	0.0007338543178
365	0.0007320873238
366	0.0007306085547
367	0.0007288977294
368	0.000727188863
369	0.0007200706318
370	0.0007158726014
371	0.0007153341367
372	0.0007146722098
373	0.0007129429072
374	0.0007110771796
375	0.0007104319019
376	0.0007088440242
377	0.0007072595523
378	0.0007057473965
379	0.0007008644972
380	0.0006987922071
381	0.0006974558417
382	0.0006968679525
383	0.0006959005553
384	0.0006947942074
385	0.0006899432089
386	0.0006883495102
387	0.0006863945044
388	0.0006843071763
389	0.000683164497
390	0.0006806088754
391	0.0006795979939
392	0.0006782062639
393	0.0006734470365
394	0.0006692455958
395	0.0006678247778
396	0.0006673378269
397	0.0006643176073
398	0.0006639294872
399	0.00065726404
400	0.0006561819862
401	0.0006534688848
402	0.0006493721972
403	0.0006475892725
404	0.0006466121725
405	0.0006462274329
406	0.0006439361442
407	0.0006422044912
408	0.0006390860259
409	0.0006374723747
410	0.0006353395604
411	0.0006349775939
412	0.0006336578685
413	0.0006306477226
414	0.0006297393671
415	0.0006282258102
416	0.0006271792714
417	0.0006252607435
418	0.000623658899
419	0.0006228495914
420	0.0006200474586
421	0.0006186223912
422	0.0006177295654
423	0.0006164387945
424	0.0006126243947
425	0.000612155298
426	0.0006092554342
427	0.000608203529
428	0.000607903719
429	0.0006066950494
430	0.0006062384892
431	0.0006041853293
432	0.0006024051188
433	0.0005988625504
434	0.000597755846
435	0.0005966021612
436	0.0005928503665
437	0.0005908322186
438	0.0005878100669
439	0.0005875049774
440	0.0005867498418
441	0.0005838594503
442	0.0005833831064
443	0.000582597874
444	0.0005803121897
445	0.000580027127
446	0.00057753824
447	0.0005768824242
448	0.0005743226254
449	0.000571844966
450	0.0005702724064
451	0.0005683548234
452	0.0005674709451
453	0.0005670798275
454	0.0005663521035
455	0.0005657406485
456	0.0005631892303
457	0.0005600365556
458	0.0005579651228
459	0.0005567816077
460	0.0005564592709
461	0.0005554119475
462	0.0005547499069
463	0.0005543114249
464	0.0005536386242
465	0.0005516997819
466	0.0005513133005
467	0.0005506264457
468	0.0005500231912
469	0.0005490003227
470	0.0005487434667
471	0.0005482575507
472	0.0005459148719
473	0.0005414365924
474	0.0005411163548
475	0.0005404349334
476	0.0005380251829
477	0.0005348553447
478	0.0005320150978
479	0.0005271466872
480	0.0005249011917
481	0.0005227727825
482	0.0005225114768
483	0.0005170307763
484	0.0005164300792
485	0.0005147984881
486	0.0005144049696
487	0.0005138480564
488	0.0005118440806
489	0.0005106864818
490	0.0005077933887
491	0.0005050439912
492	0.0005019124464
493	0.0004970730157
494	0.0004940761374
495	0.0004914634885
496	0.0004883272318
497	0.0004873439867
498	0.0004870326523
499	0.0004845880464
500	0.0004822070817
501	0.0004813319981
502	0.0004808525036
503	0.000479594749
504	0.0004784010713
505	0.000477674326
506	0.0004768149979
507	0.0004726352801
508	0.0004703188973
509	0.0004694450721
510	0.0004665110915
511	0.0004633299107
512	0.0004609994436
513	0.0004586137873
514	0.0004583373527
515	0.0004568208764
516	0.0004544666482
517	0.0004538375432
518	0.0004513954036
519	0.0004497586202
520	0.000449321343
521	0.0004459191932
522	0.0004441553089
523	0.0004402897677
524	0.0004367421266
525	0.0004338216783
526	0.0004332456356
527	0.0004328770437
528	0.0004325513813
529	0.0004317012901
530	0.0004287759307
531	0.0004282028058
532	0.0004261388325
533	0.0004245749168
534	0.0004242472741
535	0.000423788784
536	0.0004230846623
537	0.000421844998
538	0.0004205986574
539	0.0004188631382
540	0.0004152415227
541	0.0004132961153
542	0.0004115604735
543	0.0004112075963
544	0.0004106813251
545	0.0004075623086
546	0.0004044847615
547	0.0004031617795
548	0.0004026704972
549	0.0003995778357
550	0.0003988676641
551	0.0003979303807
552	0.0003967711551
553	0.0003965224755
554	0.0003955308349
555	0.0003945314009
556	0.0003935136119
557	0.0003924196747
558	0.0003921745668
559	0.0003909790573
560	0.0003902754349
561	0.0003880200509
562	0.0003848200411
563	0.0003834306309
564	0.0003825932534
565	0.000382167226
566	0.0003809110822
567	0.0003777287798
568	0.0003762532902
569	0.0003758856057
570	0.0003732780458
571	0.0003713838407
572	0.0003710797498
573	0.0003681036411
574	0.000367886013
575	0.0003658380181
576	0.0003635407153
577	0.0003613582152
578	0.0003604055271
579	0.0003576003785
580	0.000355855995
581	0.0003549866631
582	0.0003521371924
583	0.0003501569393
584	0.0003484120894
585	0.0003463901466
586	0.0003460015996
587	0.0003441597333
588	0.0003424352752
589	0.000341624633
590	0.0003400243294
591	0.0003391892054
592	0.000338450022
593	0.0003368470694
594	0.0003331018108
595	0.000332858059
596	0.0003311338713
597	0.0003306909835
598	0.0003298138697
599	0.0003296118316
600	0.0003289723898
601	0.0003257103827
602	0.0003253209708
603	0.000324723174
604	0.0003244930379
605	0.0003240002246
606	0.0003232561885
607	0.0003218673785
608	0.0003199260417
609	0.0003191898437
610	0.0003177841196
611	0.0003153597273
612	0.0003136290791
613	0.0003128142654
614	0.0003124301076
615	0.0003104633855
616	0.0003083083379
617	0.0003070482144
618	0.000304922668
619	0.0003044275778
620	0.0003039870187
621	0.0003028496823
622	0.0003021657824
623	0.0003002546779
624	0.0003001055324
625	0.000299525615
626	0.0002993359815
627	0.0002986925123
628	0.0002955605456
629	0.0002950554617
630	0.0002939826298
631	0.0002937256145
632	0.0002932476435
633	0.0002920301491
634	0.000291485992
635	0.0002901155031
636	0.0002890106528
637	0.0002884414508
638	0.000288227207
639	0.0002869685034
640	0.0002854101383
641	0.0002851387833
642	0.0002842782516
643	0.0002840729983
644	0.0002838355335
645	0.0002818352234
646	0.0002808541016
647	0.0002803427587
648	0.0002784905232
649	0.0002773125564
650	0.0002758615336
651	0.0002753528638
652	0.0002750174302
653	0.0002730416102
654	0.0002727265894
655	0.0002720711334
656	0.0002718644676
657	0.0002716826276
658	0.0002715154782
659	0.0002711756414
660	0.0002697615081
661	0.0002694948616
662	0.0002693284373
663	0.0002688611165
664	0.000267192996
665	0.0002669459086
666	0.0002659680816
667	0.0002651898793
668	0.0002647658395
669	0.0002641114578
670	0.0002627238829
671	0.0002625784077
672	0.0002613229279
673	0.000260971994
674	0.0002608669622
675	0.0002589381745
676	0.0002578067709
677	0.0002569775075
678	0.0002568554253
679	0.0002566320019
680	0.0002551137559
681	0.0002547626636
682	0.000254280419
683	0.0002531984517
684	0.0002529616222
685	0.0002513798145
686	0.0002509192177
687	0.0002504952467
688	0.0002494747943
689	0.0002490912854
690	0.0002469544368
691	0.0002457156511
692	0.0002438583528
693	0.0002437566156
694	0.0002431811076
695	0.0002415555046
696	0.0002402585912
697	0.0002398282603
698	0.0002391342303
699	0.000237778619
700	0.0002374071773
701	0.0002370683343
702	0.0002367113743
703	0.0002360055264
704	0.0002357137363
705	0.0002355929715
706	0.0002353437185
707	0.0002351803594
708	0.000233277667
709	0.000233039498
710	0.0002327118045
711	0.0002320958209
712	0.0002316598205
713	0.0002307858013
714	0.0002306155747
715	0.0002303828326
716	0.0002294239557
717	0.0002291891356
718	0.0002283834673
719	0.0002275589563
720	0.0002253441352
721	0.0002248479609
722	0.0002234859116
723	0.0002231748839
724	0.0002224757633
725	0.0002215526455
726	0.0002202457803
727	0.0002196027982
728	0.0002185743016
729	0.000217898691
730	0.0002173758942
731	0.0002168334614
732	0.0002164776101
733	0.0002157458878
734	0.0002151669441
735	0.0002142724303
736	0.0002139770142
737	0.0002128480024
738	0.0002126793928
739	0.0002120531618
740	0.0002118207289
741	0.0002117005381
742	0.0002115927371
743	0.0002113167296
744	0.0002108309507
745	0.000210145728
746	0.0002098331692
747	0.0002096468249
748	0.0002094361071
749	0.0002092494276
750	0.0002082785853
751	0.0002081359335
752	0.000207886423
753	0.0002075428956
754	0.0002074442371
755	0.0002073448307
756	0.0002070853062
757	0.0002068158814
758	0.000205890727
759	0.000204939482
760	0.0002045098366
761	0.0002033778327
762	0.0002029266705
763	0.0002019701955
764	0.0002008314827
765	0.0002005530055
766	0.0001990826404
767	0.000198984019
768	0.0001977106783
769	0.0001971849314
770	0.0001969812424
771	0.0001968086776
772	0.0001965737771
773	0.0001963729911
774	0.000195171857
775	0.0001950779171
776	0.0001941495873
777	0.0001937237415
778	0.0001936106888
779	0.0001934974963
780	0.0001926950974
781	0.0001924980467
782	0.0001923608686
783	0.0001922523715
784	0.0001919937586
785	0.0001917838979
786	0.0001909952956
787	0.0001907200095
788	0.0001904912669
789	0.0001896033435
790	0.0001893970274
791	0.000189155
792	0.000188915236
793	0.0001888284932
794	0.0001886683463
795	0.0001883235492
796	0.0001876167143
797	0.000187315929
798	0.0001869863185
799	0.0001868655699
800	0.0001866126403
801	0.0001859632536
802	0.0001849466587
803	0.0001848632058
804	0.000183857272
805	0.0001834896243
806	0.0001831707556
807	0.0001829286501
808	0.0001828127506
809	0.0001825594304
810	0.0001815855912
811	0.0001813058677
812	0.0001809144267
813	0.0001807639577
814	0.0001794121152
815	0.0001792386408
816	0.0001788535755
817	0.0001786519668
818	0.0001781871402
819	0.0001780185404
820	0.0001779337066
821	0.0001770355808
822	0.0001765888187
823	0.0001763979594
824	0.0001762315122
825	0.0001755539728
826	0.0001754022519
827	0.0001747788167
828	0.0001745107933
829	0.0001739156941
830	0.0001737659738
831	0.0001734511696
832	0.0001730989259
833	0.0001729302137
834	0.0001726819189
835	0.0001723583828
836	0.0001708833951
837	0.0001707875805
838	0.0001707342165
839	0.0001706579508
840	0.0001703315987
841	0.0001702254345
842	0.0001701031822
843	0.0001696675822
844	0.000168325238
845	0.0001682005752
846	0.0001678993738
847	0.0001678240161
848	0.000167521299
849	0.0001668663715
850	0.0001667612887
851	0.0001665816007
852	0.0001659533712
853	0.0001657144938
854	0.0001656462518
855	0.0001655020844
856	0.0001654049918
857	0.0001651952866
858	0.0001651409942
859	0.0001644091887
860	0.0001641506776
861	0.0001637063209
862	0.0001635739095
863	0.00016335797
864	0.0001629242748
865	0.0001628047453
866	0.0001626219072
867	0.0001624872303
868	0.0001623629689
869	0.000162298848
870	0.0001619547241
871	0.0001617173465
872	0.0001612893737
873	0.0001601907322
874	0.0001594179724
875	0.0001593268742
876	0.0001592503149
877	0.0001588207841
878	0.0001587355664
879	0.0001585694862
880	0.0001584131297
881	0.0001583069434
882	0.000157872077
883	0.0001578064973
884	0.0001577171344
885	0.0001575902939
886	0.0001570025892
887	0.0001569399978
888	0.0001566589627
889	0.0001560820662
890	0.0001558900817
891	0.0001557999212
892	0.0001557205976
893	0.0001554939725
894	0.0001553115722
895	0.0001552268687
896	0.0001549796157
897	0.0001545846322
898	0.0001544248995
899	0.000154358481
900	0.0001533737986
901	0.0001529145383
902	0.0001524003676
903	0.0001523304988
904	0.000152197954
905	0.0001517529171
906	0.0001515475281
907	0.0001513105729
908	0.0001510929101
909	0.0001510274894
910	0.000150694066
911	0.0001505051747
912	0.0001503518538
913	0.0001502012175
914	0.0001501218924
915	0.0001500083268
916	0.0001486888354
917	0.0001480625753
918	0.0001479290873
919	0.0001478495637
920	0.0001476424272
921	0.0001475821487
922	0.0001469098245
923	0.0001468418602
924	0.0001467094224
925	0.0001465676572
926	0.0001464055948
927	0.0001463411951
928	0.0001462638173
929	0.0001460788237
930	0.0001458867433
931	0.0001458404608
932	0.0001455363483
933	0.0001454875575
934	0.0001453749772
935	0.0001453020379
936	0.0001451279708
937	0.0001449684832
938	0.0001449161127
939	0.0001448697791
940	0.000144637409
941	0.000144542541
942	0.0001444699907
943	0.0001444043996
944	0.0001442582346
945	0.0001440480666
946	0.0001439911715
947	0.0001438269934
948	0.0001437429538
949	0.0001435926523
950	0.0001430386705
951	0.000142934442
952	0.000142474848
953	0.0001420699741
954	0.0001420006825
955	0.0001413195349
956	0.0001411676742
957	0.000141069305
958	0.0001409341792
959	0.0001407586111
960	0.0001403985051
961	0.000140220115
962	0.0001401034618
963	0.0001394995135
964	0.0001393127408
965	0.0001387016787
966	0.0001385940609
967	0.000138392091
968	0.0001383491957
969	0.000137894269
970	0.0001377409351
971	0.0001375956984
972	0.0001375400027
973	0.0001369912196
974	0.0001367208201
975	0.0001364763829
976	0.0001364094663
